sentence,label
a frustrating  tweener   too slick  contrived and exploitative for the art houses and too cynical  small and decadent for the malls  ,0
even if invincible is not quite the career peak that the pianist is for roman polanski  it demonstrates that werner herzog can still leave us with a sense of wonder at the diverse  marvelously twisted shapes history has taken  ,1
it is also elevated by it  the kind of movie that you enjoy more because you re one of the lucky few who sought it out  ,1
is one of the rarest kinds of films : a familyoriented nondisney film that is actually funny without hitting below the belt ,1
return to never land is much more pc than the original version  no more racist portraits of indians  for instance   but the excitement is missing ,0
a rude black comedy about the catalytic effect a holy fool has upon those around him in the cutthroat world of children s television  ,0
a bit of a downer and a little overdramatic at times  but this is a beautiful film for people who like their romances to have that french realism ,1
that it feels more like the pilot episode of a tv series than a feature film ,0
of gently swaying back and forth as it cradles its characters  veiling tension beneath otherwise tender movements ,1
to include every topnotch british actor who did not appear in gosford park  as well as one  ms mirren  who did  ,0
 there s no way you wo nt be talking about the film once you exit the theater  ,1
s a wise and powerful tale of race and culture forcefully told  with superb performances throughout  ,1
australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place  ,1
but if the essence of magic is its makebelieve promise of life that soars above the material realm  this is the opposite of a truly magical movie  ,0
 film aficionados can not help but love cinema paradiso  whether the original version or new director s cut   ,1
will probably sink the film for anyone who does nt think about percentages all day long ,0
which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard ,1
huppert s show to steal and she makes a meal of it  channeling kathy baker s creepy turn as the repressed mother on boston public just as much as 8 women s augustine ,1
while certainly more naturalistic than its australian counterpart  amari s film falls short in building the drama of lilia s journey  ,0
i ll settle for a nice cool glass of iced tea and a jerry bruckheimer flick any day of the week ,1
offers much colorful eye candy  including the spectacle of gere in his dancing shoes  hoofing and crooning with the best of them ,1
despite an overwrought ending  the film works as well as it does because of the performances  ,1
if you have the patience for it  you wo nt feel like it s wasted yours ,1
i think it was plato who said   i think  therefore i know better than to rush to the theater for this one   ,0
could i have been more geeked when i heard that apollo 13 was going to be released in imax format ,1
wellbehaved film  which ticks off kahlo s lifetime milestones with the dutiful precision of a tax accountant ,1
after one gets the feeling that the typical hollywood disregard for historical truth and realism is at work here  it s a matter of finding entertainment in the experiences of zishe and the fiery presence of hanussen  ,1
both garcia and jagger turn in perfectly executed and wonderfully sympathetic characters  who are alternately touching and funny  ,1
redone by someone who ignored it in favor of old  juvenile delinquent  paperbacks with titles like leather warriors and switchblade sexpot ,0
there is no earthly reason other than money why this distinguished actor would stoop so low ,0
 a low rate annie featuring some kid who ca nt act  only echoes of jordan  and weirdo actor crispin glover screwing things up old school  ,0
